,train Error rate,train Loss,test Error rate,test Loss
0,68.596,1.7816865297839464,58.32999999999999,1.5875166964530945
1,48.926,1.334165317932968,46.39,1.2862672251462937
2,36.804,1.0296387181562536,39.54,1.174329746365547
3,28.996,0.8271890755199716,30.300000000000004,0.8790470784902573
4,24.490000000000002,0.7050445694905108,29.590000000000003,0.8956407111883163
5,22.144,0.6323605839858579,24.370000000000005,0.725123739540577
6,20.028000000000002,0.5764146613342988,22.419999999999995,0.6755390110611915
7,18.85,0.5408667165147679,19.310000000000006,0.5667553931474686
8,17.64,0.5068626464785212,24.099999999999998,0.7400220787525177
9,16.396,0.4736158845522215,20.669999999999998,0.6222820794582367
10,15.768000000000004,0.45312245906618853,20.899999999999995,0.6784818112850189
11,14.812000000000003,0.4304061869678595,19.08,0.5736307954788208
12,14.41,0.4189772311302707,16.45,0.49440753340721133
13,13.737999999999994,0.3944116894851255,17.810000000000002,0.5520521780848503
14,13.292000000000003,0.3801237671728939,15.790000000000004,0.4938083192706108
15,12.897999999999998,0.3743042918041234,18.789999999999996,0.6013080707192421
16,12.548000000000004,0.36536443431664,16.21,0.5087704746425152
17,12.285999999999998,0.35078995364248905,17.710000000000004,0.5436943683028221
18,11.719999999999997,0.3382505413592624,16.169999999999995,0.5036829015612603
19,11.597999999999997,0.3307959095139028,16.490000000000006,0.50645362585783
20,11.219999999999997,0.3184721653571214,13.839999999999996,0.4264609940350056
21,10.950000000000005,0.3147365511073481,14.670000000000005,0.4376694774627686
22,10.872000000000003,0.3102350342456642,15.82,0.5103426887094975
23,10.267999999999999,0.296484035375478,15.349999999999998,0.501070796251297
24,10.184000000000005,0.2924355118704574,17.12,0.6024288137257099
25,10.074000000000005,0.2888651900660351,15.810000000000002,0.5302399933338166
26,9.911999999999999,0.28602156176439025,14.93,0.4822328320145607
27,9.711999999999998,0.2763872136316641,17.079999999999995,0.5904050752520561
28,9.575999999999995,0.27547637253161283,14.129999999999999,0.4545166712999344
29,9.396000000000004,0.270242760419998,13.170000000000003,0.395712660998106
30,9.175999999999995,0.2640826912677806,12.919999999999998,0.4038272121548653
31,8.926,0.25899225378127966,13.060000000000006,0.42584255293011664
32,8.819999999999995,0.253337869577853,15.669999999999995,0.5140528246760369
33,8.774000000000004,0.2511403640384412,15.700000000000003,0.5075645735859871
34,8.831999999999995,0.24997377561410064,15.510000000000002,0.5009680414199829
35,8.755999999999997,0.25198882155101315,14.559999999999995,0.47358283400535583
36,8.375999999999994,0.24039207471301183,15.639999999999999,0.5419190257787705
37,8.433999999999997,0.2425338411155869,15.890000000000004,0.4896245530247688
38,8.179999999999998,0.23829671262246568,12.729999999999997,0.4132503782212734
39,8.042000000000005,0.23193783705572948,14.42,0.4792588886618614
40,8.311999999999998,0.2366905838746549,12.939999999999996,0.41520460590720176
41,8.201999999999998,0.23293725786078007,14.239999999999997,0.4773331321775913
42,7.850000000000001,0.22351444415424182,13.239999999999997,0.41819515004754065
43,8.023999999999997,0.22675572922620016,13.990000000000002,0.4646277688443661
44,7.789999999999997,0.22516177263101347,13.439999999999996,0.43008822917938233
45,7.798000000000005,0.22076073106940444,12.809999999999999,0.3948511369526386
46,7.477999999999996,0.21549242361427268,13.119999999999997,0.42655158311128616
47,7.704,0.22029659975215296,13.149999999999995,0.4156868692487478
48,7.654000000000005,0.21779563453267603,13.859999999999994,0.4626931582391262
49,7.232000000000005,0.20720356794269493,13.700000000000001,0.44732629612088204
50,7.359999999999999,0.21272302091197895,12.780000000000003,0.39554316982626914
51,7.233999999999996,0.20900133642775323,11.280000000000001,0.3622057490050793
52,7.191999999999998,0.20622716072346547,12.980000000000002,0.4298647817969322
53,7.208000000000004,0.20477770981581314,11.360000000000003,0.3576562561094761
54,7.091999999999999,0.20279338001214026,13.81,0.45950427047908304
55,7.116,0.20511548821349887,13.61,0.4671943528950214
56,7.118000000000002,0.20176932440541895,12.160000000000004,0.40439460560679436
57,7.116,0.2009089070246043,14.949999999999996,0.48610515281558037
58,6.908000000000003,0.19934995842101932,12.050000000000004,0.38575936406850814
59,7.106000000000002,0.20297462441732206,11.750000000000005,0.3829576776921749
60,6.7339999999999955,0.19281262248906944,12.380000000000003,0.4112459988892078
61,6.945999999999996,0.19844300492340342,13.990000000000002,0.4720996230840683
62,6.816,0.1953328369409227,14.790000000000003,0.5001479360461235
63,6.540000000000001,0.1870290603669708,13.560000000000006,0.47225252896547315
64,6.710000000000004,0.19108996502197612,12.219999999999997,0.39460121154785155
65,6.503999999999999,0.1883495757570657,13.380000000000003,0.4822424463927746
66,6.664000000000003,0.190448257005047,12.8,0.43476545192301275
67,6.455999999999995,0.18653952135035143,11.799999999999999,0.40867785379290583
68,6.401999999999997,0.1847603288300507,12.790000000000001,0.42800595417618753
69,6.45,0.18429061263571006,13.249999999999995,0.4380368871986866
70,6.498000000000004,0.18506598904195343,11.690000000000001,0.378816055431962
71,6.230000000000002,0.17968145856047835,13.51,0.44700114816427233
72,6.388000000000005,0.1843124896364139,12.260000000000005,0.40687668927013876
73,6.445999999999996,0.18365606240680454,12.919999999999998,0.41937082856893537
74,6.459999999999999,0.18242744680332101,10.770000000000001,0.35140440382063387
75,6.222000000000005,0.17622846886134513,13.700000000000001,0.4843430325388908
76,6.25,0.1775301311765333,11.009999999999998,0.3858832335472107
77,6.266000000000005,0.17909205436249218,12.39,0.4020587107539177
78,6.388000000000005,0.18125837254326058,13.260000000000005,0.444338693022728
79,6.132000000000004,0.1751808681146568,12.929999999999996,0.4282413923740387
80,6.106,0.17651984166077642,13.160000000000005,0.44850441873073577
81,3.181999999999996,0.09517279874219005,8.199999999999996,0.26230389684438704
82,2.202000000000004,0.06604471240106903,8.009999999999994,0.26689950916916133
83,1.758000000000004,0.05408326325380741,7.689999999999997,0.26544965386390684
84,1.6020000000000034,0.048955404707004345,7.520000000000005,0.26736230451613663
85,1.3299999999999979,0.041981193377538716,7.589999999999996,0.27174820221960544
86,1.2440000000000007,0.038492833195097,7.499999999999996,0.2749444881826639
87,1.092000000000004,0.03531171051342317,7.469999999999999,0.27672278732061384
88,1.0000000000000009,0.033653446561311515,7.579999999999998,0.2793488974124193
89,1.0580000000000034,0.03235931763106295,7.340000000000002,0.28566956873983146
90,0.9140000000000037,0.028764037725032138,7.330000000000004,0.2845577957108617
91,0.7800000000000029,0.026600163901591544,7.369999999999999,0.2927213326841593
92,0.7580000000000031,0.025304557293501048,7.420000000000004,0.29454463519155977
93,0.6939999999999946,0.02249532834629116,7.540000000000003,0.30407861616462467
94,0.660000000000005,0.021497357337761796,7.379999999999997,0.3036290984228253
95,0.6399999999999961,0.02084130440336054,7.640000000000002,0.30929273057729006
96,0.6240000000000023,0.02070583172066285,7.5600000000000005,0.3194237659499049
97,0.6319999999999992,0.01995155494421949,7.530000000000003,0.316629984639585
98,0.5000000000000004,0.017138515499032215,7.310000000000006,0.3162119712308049
99,0.5000000000000004,0.016757581918917196,7.369999999999999,0.3199792531132698
100,0.49000000000000155,0.015966552397822176,7.389999999999997,0.3181292587146163
101,0.48000000000000265,0.015724010061701318,7.320000000000004,0.3223809240758419
102,0.42999999999999705,0.014590046913994242,7.369999999999999,0.33310691848397256
103,0.40799999999999725,0.014290143623757546,7.310000000000006,0.3395805401355028
104,0.43199999999999905,0.01381565403560048,7.359999999999999,0.3359491012245417
105,0.43199999999999905,0.013169955814738407,7.359999999999999,0.3329424165561795
106,0.40400000000000436,0.014013716455577585,7.740000000000002,0.3455480909347534
107,0.35600000000000076,0.012605426742521393,7.499999999999996,0.3397207552567124
108,0.31999999999999806,0.012066158941229973,7.26,0.33986772801727055
109,0.34199999999999786,0.011985202835005758,7.389999999999997,0.3489730632305145
110,0.30000000000000027,0.010983780411112568,7.579999999999998,0.3572381392121315
111,0.27599999999999847,0.010341184914035871,7.4100000000000055,0.36119377695024013
112,0.28599999999999737,0.010427210337060797,7.220000000000004,0.3400509882159531
113,0.28599999999999737,0.010316993778302332,7.430000000000003,0.3508213700354099
114,0.28000000000000247,0.009828219547524782,7.330000000000004,0.34778602194041014
115,0.29400000000000537,0.010270942645647641,7.399999999999995,0.3583901143819094
116,0.31799999999999606,0.011072052525989997,7.450000000000001,0.3524090524762869
117,0.31200000000000117,0.010185634159980833,7.2899999999999965,0.3493689025752246
118,0.26199999999999557,0.00961865676219201,7.479999999999998,0.35530858309939506
119,0.29599999999999627,0.01024749538506312,7.26,0.3561466946080327
120,0.28599999999999737,0.009644160013826912,7.430000000000003,0.36851249415427445
121,0.27599999999999847,0.009778049869743911,7.479999999999998,0.369913066662848
122,0.19799999999999818,0.007576191466173057,7.430000000000003,0.36262855749577283
123,0.16800000000000148,0.006467776683568859,7.340000000000002,0.3596500026807189
124,0.16399999999999748,0.006598184467293322,7.320000000000004,0.35844643499702217
125,0.15600000000000058,0.006524527740791021,7.369999999999999,0.35487623512744904
126,0.14399999999999968,0.0057492757762741785,7.230000000000003,0.3566697593033314
127,0.14600000000000168,0.0060234584504990935,7.2899999999999965,0.3590376875177026
128,0.14600000000000168,0.005867391342387709,7.220000000000004,0.3578994707390666
129,0.13600000000000279,0.0054740408433082005,7.169999999999998,0.3566183951497078
130,0.15199999999999658,0.005802349561391889,7.210000000000005,0.35624272890388964
131,0.14999999999999458,0.005648446228841077,7.16,0.35611304454505444
132,0.1260000000000039,0.0054602966932079675,7.299999999999995,0.3552114763110876
133,0.13600000000000279,0.0060323701642663275,7.220000000000004,0.355764383636415
134,0.13400000000000079,0.005393956366288082,7.279999999999998,0.3550178916379809
135,0.11999999999999789,0.0053484948587787275,7.199999999999996,0.3554677351564169
136,0.14399999999999968,0.005665373178603856,7.179999999999998,0.35489801574498414
137,0.09000000000000119,0.004935165661175156,7.140000000000002,0.35860839050263166
138,0.12799999999999478,0.005529319600719015,7.269999999999999,0.35781069815158845
139,0.09000000000000119,0.0046327297618645995,7.240000000000002,0.3579952909052372
140,0.08000000000000229,0.00443399482873528,7.2899999999999965,0.3580085629969835
141,0.08399999999999519,0.004580556105374528,7.279999999999998,0.36083469588309525
142,0.11200000000000099,0.005071138524833848,7.230000000000003,0.3569146455079317
143,0.09599999999999609,0.004665471603879538,7.2899999999999965,0.35977876994758845
